2020-11-07 17:23:02|Niggercheikhou|Nℹ️gger Ⓜ️🗣 (Sniper)🇸🇳|Dakar|||0|0|JOE BIDEN 77 ans New President 46emeSenateur a 29 ans .La vie ne lui a pas toujours fait cadeaux. Ce gars vie… https://t.co/qa7JKMBys0
2020-11-07 17:23:02|HansTenk|Hans Tenk|Nijmegen|||0|0|Everybody rejoice! #PresidentElectJoeBiden #TrumpLosing #Election2020 #USAelection2020https://t.co/oTLcronLek
2020-11-07 17:23:02|ELewald|E. Lewald||||2228|0|RT @Reuters: Democrat Joe Biden wins #Election2020 https://t.co/Gz2aiidIkf https://t.co/DpUd8r3w4Y
2020-11-07 17:23:02|GuevaraGus11|Gustavo Guevara 🇨🇴|Washington, DC|||109|0|RT @argilacarlos: Good Bye Trump. #Election2020 https://t.co/d8z7AcAU1L
2020-11-07 17:23:02|cmocg20|dann||||6|0|"RT @The_ChrisShaw: @ThatTimWalker Awaiting seeing Johnson's ""fake delight"" at the great news... #Election2020"
2020-11-07 17:23:02|thaddix1969|Terry Haddix|Portland, OR|||576|0|RT @intoactionus: CONGRATULATIONS TO AMERICA’S 46TH PRESIDENT @JoeBiden &amp; VICE PRESIDENT @KamalaHarris #PresidentBiden #VicePresidentHarris…
2020-11-07 17:23:02|EmiferPC|Emifer|Raleigh |||14|0|RT @mduggan10: 🙏🏻🇺🇸 👏🏻 Congrats to the new administration! My hope is we can unite this country and its people, let the hate finally stop!!…
2020-11-07 17:23:02|bennylad15|Ben Wallace|Newcastle Upon Tyne, England|||0|0|One clown gone. Well done America for voting in an adult to become President. #Election2020 🇺🇸 One more clown to go. #BorisOut
2020-11-07 17:23:02|JamieRees94|Jamie Rees|Tonyrefail/Cardiff|||0|0|If seeing a man of Rudy Giuliani’s calibre talking absolute bollocks on a podium for the world to laugh at doesn’t… https://t.co/l5eLalJHNb
2020-11-07 17:23:02|biglourod|Biglourod||||195|0|"RT @ABCWorldNews: Joe Biden: ""Never forget: the tallies aren't just numbers—they represent votes and voters. Men and women who exercise the…"
2020-11-07 17:23:02|ChrisSobolowski|Democracy 🔛🔥|Bennington, VT|||596|0|"RT @thehill: Van Jones gets emotional in reaction to Biden winning the presidency: ""It's easier to be a parent this morning."" https://t.co/…"
2020-11-07 17:23:02|eizlannazrii|eizlan||||15737|0|RT @BBCBreaking: Joe Biden wins US presidential electionBBC projects he’s secured enough electoral college votes to defeat Donald Trump…
2020-11-07 17:23:02|9Charles|Charles Fernandes|Fortaleza, CE||Place(_api=<tweepy.api.API object at 0x000001F61AE95E10>, id='d16815010421ff73', url='https://api.twitter.com/1.1/geo/id/d16815010421ff73.json', place_type='city', name='Fortaleza', full_name='Fortaleza, Brazil', country_code='BR', country='Brazil', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001F61AE95E10>, type='Polygon', coordinates=[[[-38.638212, -3.88818], [-38.401568, -3.88818], [-38.401568, -3.691356], [-38.638212, -3.691356]]]), attributes={})|0|0|que seja um efeito dominó pelas Américas... #Election2020 #Eleições2022 https://t.co/Df0Bw8rUh4
2020-11-07 17:23:02|Wawahjay|Black Cocoa|Nairobi|||39|0|RT @BET: Biden updated that bio quicker than a Neo 😭😭✊🏽 #JoeBiden #Election2020
2020-11-07 17:23:02|rhodeshabitual|Z|Sweden|||0|0|I did something #Election2020 #Biden2020 https://t.co/Jh3Xrhgg24
2020-11-07 17:23:02|xxmrsmalik|Ariane|Dortmund, Germany|||730|0|RT @skinnysel: KAMALA IS OFFICIALLY THE FIRST FEMALE VICE PRESIDENT OMG #Election2020    https://t.co/VfplQ0Ba3W
2020-11-07 17:23:02|heavensmith1113|Heaven Smith|Colorado, USA|||67823|0|RT @Complex: BREAKING: Joe Biden elected the next President of the United States. Kamala Harris elected the first female Vice President.@…
2020-11-07 17:23:02|SportsNut_Cleve|QB Tech|cleveland|||0|0|So when does it become mandatory to learn Chinese in school since it will probably become our new national language. #Election2020
2020-11-07 17:23:02|KemuelDelgadoPR|Kemuel Delgado (كمال مدينة)|Puerto Rico, United States|||1|0|RT @tammob88: Hoping #Biden sees through his commitment to ensure there is no hard border in Ireland 🤲🏽#Election2020 #Brexit
2020-11-07 17:23:02|jodfoster|Shannon|DMs always open|||2663|0|RT @AP_Politics: BREAKING: Joe Biden wins Nevada. #APracecall at 9:13 a.m. PST. #Election2020 https://t.co/lGfinjTqT4
2020-11-07 17:23:02|JustinWWaldrop|Rev. Justin W. Waldrop|Dallas, TX|||2663|0|RT @AP_Politics: BREAKING: Joe Biden wins Nevada. #APracecall at 9:13 a.m. PST. #Election2020 https://t.co/lGfinjTqT4
2020-11-07 17:23:02|gaskadamian|DAMIAN|Warsaw / #Team4F||Place(_api=<tweepy.api.API object at 0x000001F61AE95E10>, id='535f0c2de0121451', url='https://api.twitter.com/1.1/geo/id/535f0c2de0121451.json', place_type='city', name='Warsaw', full_name='Warsaw, Poland', country_code='PL', country='Poland', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001F61AE95E10>, type='Polygon', coordinates=[[[20.8525518, 52.0977088], [21.2710282, 52.0977088], [21.2710282, 52.3679617], [20.8525518, 52.3679617]]]), attributes={})|0|0|Sondaże (nie) grają 😉 No i wiadomo,w taki „dzionek” kawusia smakuje o wiele lepiej ;) Prawda redaktorze… https://t.co/goNIoS17SJ
2020-11-07 17:23:02|aliceronke|#EndPoliceBrutality 🇳🇬🕯️|New York, NY|||0|0|All of you celebrating... Pls remember #coronavirus #Election2020
2020-11-07 17:23:02|Amin_Matin|امین متین 🎖 Amin Matin|میان جهنم و بهشت|||0|0|پیروزی #بایدن رو اول از همه باید به #سندرز تبریک گفت، یه چپ ِ‌مدرن واقعی#Election2020
2020-11-07 17:23:02|leonoier|Leo Smith💥🐇||||0|0|Trump e Bolsonaro tristes? QUE SABOR #Election2020  https://t.co/FLtqnCJnzw
2020-11-07 17:23:02|RowannLeanne|Rówan Boyer|Canada in the future|||0|0|I’m so happy for the United States 🎉💙#PresidentElectJoe #Election2020
2020-11-07 17:23:02|stephypie15|Stephy the Slut for Styles|From the Dining Table|||2|0|RT @m72plpa: Joe Biden is the projected winner of the 2020 presidential election after securing Pennsylvania, according to AP and NBC News…
2020-11-07 17:23:02|VivaLaTella|lil pumpkin spice|Latests posts + uploads ⬇️|||2663|0|RT @AP_Politics: BREAKING: Joe Biden wins Nevada. #APracecall at 9:13 a.m. PST. #Election2020 https://t.co/lGfinjTqT4
2020-11-07 17:23:02|minnahleppala|Minna Leppälä|Helsinki, Suomi|||2438|0|RT @uniwave: Everyone should see this. #election2020 https://t.co/vvVcdcT1Dw
2020-11-07 17:23:02|MommyLovesScie1|Mommy Loves Science with Michael (5 years old)|Florida, USA|||1414|0|RT @NatGeo: One hundred years after American women won the right to vote, Kamala Harris has become the first woman (and the first Black and…
2020-11-07 17:23:02|MeezyNaNa|🌊MEEZY BREEZY🌊|California, USA|||2665|0|RT @AP_Politics: BREAKING: Joe Biden wins Nevada. #APracecall at 9:13 a.m. PST. #Election2020 https://t.co/lGfinjTqT4
2020-11-07 17:23:02|molli_jaramillo|𝔪𝔬𝔩𝔩𝔦 𝔧𝔞𝔯𝔞𝔪𝔦𝔩𝔩𝔬||||67825|0|RT @Complex: BREAKING: Joe Biden elected the next President of the United States. Kamala Harris elected the first female Vice President.@…
2020-11-07 17:23:02|hedzghost|(((WE WIN. WHITE SUPREMACISTS LOSE.)))||||0|0|GET THE FUCKING KIDS OUT OF THE FUCKING CAGES.#ElectionResults #bidenharis2020 #ByeDon #Election2020
2020-11-07 17:23:01|MrPruneJuice|Matt|Atlanta, Georgia|||0|0|To all my #Georgia voters who stood in long lines, mailed ballots, and let their voices be heard in a pandemic ....… https://t.co/5A1KttUo7N
2020-11-07 17:23:01|NT9125|NT||||2665|0|RT @AP_Politics: BREAKING: Joe Biden wins Nevada. #APracecall at 9:13 a.m. PST. #Election2020 https://t.co/lGfinjTqT4
2020-11-07 17:23:01|MAGAawe|Psalm1USA||||29742|0|RT @AP_Politics: BREAKING: Joe Biden wins Pennsylvania. #APracecall at 11:25 a.m. EST. #Election2020 https://t.co/lGfinjTqT4
2020-11-07 17:23:01|vonkarkin|Goran von Karkin||||12|0|RT @BillieJeanKing: New York celebrates! #Election2020 https://t.co/GIBZBlz6oi
2020-11-07 17:23:01|SylVee42|🌲🌲🌲🇺🇸Vee✨🛹✨🌲🌲🌲|Columbia River Drainage Basin|||1|0|RT @kinsellawarren: A lot of people are writing and texting me to say that they are crying they are so happy. This is one of those days you…
2020-11-07 17:23:01|KeiraRounsley|Keira Rounsley||||4223|0|RT @TomHourigan: The reaction of Van Jones to the Joe Biden news is worth two minutes of your time #Election2020 https://t.co/oJ0r3iGYHN
2020-11-07 17:23:01|Pp_putt|Puttipong||||15737|0|RT @BBCBreaking: Joe Biden wins US presidential electionBBC projects he’s secured enough electoral college votes to defeat Donald Trump…
2020-11-07 17:23:01|bariasjxcen|𝔧𝔞𝔠𝔢𝔫 🦋|pup cthtm|||67825|0|RT @Complex: BREAKING: Joe Biden elected the next President of the United States. Kamala Harris elected the first female Vice President.@…
2020-11-07 17:23:01|EimearKenny|Eimear Kenny|Chicago, IL|||0|0|Tempted to put out my 🇮🇪 as the only 🖕 to Trump I have but still accutely aware of how close this was and how much… https://t.co/urf323zsM0
2020-11-07 17:23:01|maahcrvlho|maira|Rio de Janeiro, Brasil|||12|0|RT @Jonathanwsg: O Joe Biden agora expulsando o Trump da Casa Branca... Tchau Trump!!! #Election2020 #BolsonaroEoProximo https://t.co/Ng8…
2020-11-07 17:23:01|angelina_ram18|Angelina✨||||1|0|RT @jc_candelaria3: Such a historic moment. Let’s not stop now. #Election2020
